churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,total_dayminutos,total_daycalls,total_daycharge,total_eveminutos,total_evecalls,total_evecharge,total_nightminutos,total_nightcalls,total_nightcharge,total_intlminutos,total_intlcalls,total_intlcharge,numbercustomerservicecalls,accountlength_log,numbervmailmessages_log,total_dayminutos_log,total_daycalls_log,total_daycharge_log,total_eveminutos_log,total_evecalls_log,total_evecharge_log,total_nightminutos_log,total_nightcalls_log,total_nightcharge_log,total_intlminutos_log,total_intlcalls_log,total_intlcharge_log,numbercustomerservicecalls_log
No,69.0,no,no,0.0,185.3,91.0,31.5,219.1,88.0,18.62,243.6,107.0,10.96,5.5,5.0,1.49,0.0,4.248495242049359,0.0,5.227358277607543,4.5217885770490405,3.481240089335692,5.394081988532416,4.48863636973214,2.976549454137217,5.499624223253072,4.68213122712422,2.481567748522486,1.8718021769015913,1.791759469228055,0.9122827104766162,0.0
No,15.0,yes,no,0.0,141.4,80.0,24.04,123.9,76.0,10.53,323.5,88.0,14.56,8.1,3.0,2.19,2.0,2.772588722239781,0.0,4.958639998977875,4.394449154672439,3.2204745462318978,4.827513417131532,4.343805421853684,2.4449523342809676,5.782285536144145,4.48863636973214,2.7447035187502458,2.2082744135228043,1.3862943611198906,1.1600209167967532,1.0986122886681096
No,107.0,no,yes,25.0,248.6,91.0,42.26,119.3,115.0,10.14,194.3,83.0,8.74,12.0,1.0,3.24,1.0,4.68213122712422,3.258096538021482,5.519859636495273,4.5217885770490405,3.767228420524913,4.789988622980633,4.7535901911063645,2.410542234499138,5.274536837882633,4.430816798843313,2.2762411176544437,2.5649493574615367,0.6931471805599453,1.4445632692438664,0.6931471805599453
No,67.0,no,no,0.0,152.5,131.0,25.93,252.4,107.0,21.45,185.4,104.0,8.34,4.9,3.0,1.32,2.0,4.219507705176107,0.0,5.033700567027251,4.882801922586371,3.2932409068235073,5.534969267887039,4.68213122712422,3.1112906141882632,5.2278949022514904,4.653960350157523,2.234306252240751,1.7749523509116738,1.3862943611198906,0.8415671856782186,1.0986122886681096
No,99.0,no,no,0.0,145.6,102.0,24.75,230.9,87.0,19.63,181.5,86.0,8.17,11.4,7.0,3.08,1.0,4.605170185988092,0.0,4.987707789452551,4.634728988229636,3.248434627109745,5.446306244261486,4.477336814478207,3.0267463270831603,5.206750173022546,4.465908118654584,2.2159372862683733,2.517696472610991,2.0794415416798357,1.4060969884160703,0.6931471805599453
No,46.0,no,no,0.0,164.2,116.0,27.91,196.2,153.0,16.68,236.1,119.0,10.62,8.1,1.0,2.19,1.0,3.8501476017100584,0.0,5.107156861086878,4.762173934797756,3.364187556028255,5.284218442168535,5.0369526024136295,2.8724340572094973,5.46848199307136,4.787491742782046,2.4527277514237653,2.2082744135228043,0.6931471805599453,1.1600209167967532,0.6931471805599453
No,55.0,yes,no,0.0,221.0,115.0,37.57,165.4,97.0,14.06,235.4,117.0,10.59,9.7,4.0,2.62,1.0,4.02535169073515,0.0,5.402677381872279,4.7535901911063645,3.6524747722201365,5.114394528387108,4.584967478670572,2.7120422223717475,5.465525285531943,4.770684624465665,2.4501426573516603,2.3702437414678603,1.6094379124341003,1.2864740258376797,0.6931471805599453
Yes,39.0,no,no,0.0,295.4,126.0,50.22,232.1,117.0,19.73,204.4,123.0,9.2,11.5,2.0,3.11,1.0,3.6888794541139363,0.0,5.6917098934219315,4.844187086458591,3.9361300807713793,5.4514675460417115,4.770684624465665,3.0315819264476884,5.324959297494458,4.820281565605037,2.322387720290225,2.5257286443082556,1.0986122886681096,1.4134230285081433,0.6931471805599453
No,92.0,no,no,0.0,139.8,98.0,23.77,174.9,143.0,14.87,201.6,135.0,9.07,9.4,7.0,2.54,2.0,4.532599493153256,0.0,4.947340443723942,4.59511985013459,3.209633243501268,5.169915651743512,4.969813299576001,2.7644305345383176,5.311233591814583,4.912654885736052,2.309560706730471,2.341805806147327,2.0794415416798357,1.264126727145683,1.0986122886681096
Yes,56.0,no,no,0.0,162.3,99.0,27.59,149.1,78.0,12.67,255.5,115.0,11.5,14.8,1.0,4.0,4.0,4.04305126783455,0.0,5.095588999976419,4.605170185988092,3.3530570063342204,5.011301738639416,4.3694478524670215,2.6152036507358583,5.547128664610824,4.7535901911063645,2.5257286443082556,2.760009940032921,0.6931471805599453,1.6094379124341003,1.6094379124341003
Yes,76.0,no,no,0.0,272.7,97.0,46.36,236.4,95.0,20.09,235.5,105.0,10.6,7.7,2.0,2.08,0.0,4.343805421853684,0.0,5.612032616046633,4.584967478670572,3.8577779905757503,5.469746482175568,4.564348191467836,3.0487989944906833,5.465948207931987,4.663439094112067,2.451005098112319,2.1633230256605382,1.0986122886681096,1.1249295969854831,0.0
No,132.0,yes,yes,33.0,200.3,75.0,34.05,226.6,67.0,19.26,198.8,91.0,8.95,12.9,3.0,3.48,2.0,4.890349128221754,3.5263605246161616,5.304796332645746,4.330733340286331,3.5567756134805992,5.427589702252176,4.219507705176107,3.0086484988205373,5.297316866214453,4.5217885770490405,2.2975725511705014,2.631888840136646,1.3862943611198906,1.4996230464268938,1.0986122886681096
No,140.0,no,yes,28.0,157.1,77.0,26.71,172.4,97.0,14.65,184.5,94.0,8.3,11.1,9.0,3.0,1.0,4.948759890378168,3.367295829986474,5.0632277442154265,4.356708826689592,3.321793358874887,5.155601064346442,4.584967478670572,2.750470916986162,5.22305488204749,4.553876891600541,2.2300144001592104,2.4932054526026954,2.302585092994046,1.3862943611198906,0.6931471805599453
No,51.0,yes,yes,12.0,135.8,60.0,23.09,200.6,134.0,17.05,192.4,98.0,8.66,12.3,7.0,3.32,2.0,3.9512437185814275,2.5649493574615367,4.918520005188451,4.110873864173311,3.18179681662678,5.306285536197214,4.90527477843843,2.89314568477889,5.264760583019194,4.59511985013459,2.2679936482244267,2.5877640352277083,2.0794415416798357,1.463255402256019,1.0986122886681096
No,27.0,no,no,0.0,236.7,110.0,40.24,231.9,92.0,19.71,164.7,85.0,7.41,12.7,6.0,3.43,1.0,3.332204510175204,0.0,5.471009374366148,4.709530201312334,3.719408659148759,5.450609176890295,4.532599493153256,3.030616675407493,5.1101789244325175,4.454347296253507,2.1294214739848565,2.617395832834079,1.9459101490553132,1.4883995840570443,0.6931471805599453
No,100.2586,no,no,0.0,111.4,133.0,18.94,175.0,66.0,14.88,217.2,106.0,9.77,5.5,6.0,1.49,3.0,5.41610040220442,0.0,4.722063937459591,4.897839799950911,2.9927277645336923,5.170483995038151,4.204692619390966,2.7650604558189897,5.38541207339897,4.672828834461906,2.3767644911682972,1.8718021769015913,1.9459101490553132,0.9122827104766162,1.3862943611198906
Yes,105.0,yes,yes,28.0,156.1,89.0,26.54,107.1,114.0,9.1,167.7,95.0,7.55,14.7,3.0,3.97,0.0,4.663439094112067,3.367295829986474,5.056882545261575,4.499809670330265,3.315639493300509,4.683056724645162,4.74493212836325,2.312535423847214,5.128121989551922,4.564348191467836,2.145931282948669,2.7536607123542622,1.3862943611198906,1.6034198401085373,0.0
No,117.0,no,no,0.0,191.1,93.0,32.49,282.8,56.0,24.04,84.8,118.0,3.82,12.0,4.0,3.24,2.0,4.770684624465665,0.0,5.258016069774511,4.543294782270004,3.5112468868061133,5.648269764725942,4.04305126783455,3.2204745462318978,4.4520190064939165,4.77912349311153,1.5727739280625088,2.5649493574615367,1.6094379124341003,1.4445632692438664,1.0986122886681096
Yes,91.0,no,no,0.0,153.0,123.0,26.01,141.1,127.0,11.99,171.5,76.0,7.72,10.3,4.4352,2.78,1.0,4.5217885770490405,0.0,5.0369526024136295,4.820281565605037,3.2962071678045244,4.956531035103055,4.852030263919617,2.5641798306825083,5.150397236471415,4.343805421853684,2.1656192379208883,2.424802725718295,2.772588722239781,1.3297240096314962,0.6931471805599453
No,135.0,no,no,0.0,218.8,123.0,37.2,242.8,64.0,20.64,85.8,80.0,3.86,10.3,3.0,2.78,4.0,4.912654885736052,0.0,5.392718041969521,4.820281565605037,3.6428355156125294,5.496348217047172,4.174387269895637,3.074543453978281,4.463606621666305,4.394449154672439,1.5810384379124023,2.424802725718295,1.3862943611198906,1.3297240096314962,1.6094379124341003
No,146.0,no,no,0.0,205.4,101.0,34.92,134.9,77.0,11.47,310.5,83.0,13.97,10.3,2.0,2.78,3.0,4.990432586778736,0.0,5.329816033607408,4.624972813284271,3.581294243433999,4.911919321157098,4.356708826689592,2.523325759691945,5.741399338227508,4.430816798843313,2.706048198431537,2.424802725718295,1.0986122886681096,1.3297240096314962,1.3862943611198906
Yes,147.0,yes,no,0.0,225.2,111.0,38.28,184.9,98.0,15.72,143.2,146.0,6.44,9.9,1.0,2.67,0.0,4.997212273764115,0.0,5.42141956368202,4.718498871295094,3.670715483486265,5.225208894727398,4.59511985013459,2.8166056076565558,4.971201224850849,4.990432586778736,2.0068708488450007,2.388762789235098,0.6931471805599453,1.3001916620664788,0.0
Yes,68.0,no,no,0.0,249.9,127.0,42.48,254.5,118.0,21.63,273.2,98.0,12.29,8.9,6.0,2.4,2.0,4.23410650459726,0.0,5.525054453372377,4.852030263919617,3.7723010622530087,5.543222409643759,4.77912349311153,3.119276459645446,5.613857767128214,4.59511985013459,2.587011872725154,2.2925347571405443,1.9459101490553132,1.2237754316221157,1.0986122886681096
No,68.0,no,no,0.0,131.6,89.0,22.37,137.0,109.0,11.65,256.3,107.0,11.53,10.2,5.0,2.75,3.0,4.23410650459726,0.0,4.887337077751762,4.499809670330265,3.1514531485507664,4.927253685157205,4.700480365792417,2.537657215173529,5.550242719287699,4.68213122712422,2.528125768907977,2.4159137783010487,1.791759469228055,1.3217558399823195,1.3862943611198906
No,86.0,no,yes,21.0,197.9,99.0,33.64,165.6,100.0,14.08,208.0,120.0,9.36,10.1,9.0,2.73,0.0,4.465908118654584,3.091042453358316,5.292802185859927,4.605170185988092,3.5450090836942345,5.115595729732743,4.61512051684126,2.71336936257981,5.342334251964811,4.795790545596741,2.337952236831337,2.4069451083182885,2.302585092994046,1.3164082336557241,0.0
No,131.0,no,no,0.0,166.5,129.0,28.31,210.2,107.0,17.87,257.2,93.0,11.57,9.9,5.0,2.67,1.0,4.882801922586371,0.0,5.120983351265121,4.867534450455582,3.377928754722801,5.352805551832106,4.68213122712422,2.9375733593804587,5.553734478412542,4.543294782270004,2.531313022602156,2.388762789235098,1.791759469228055,1.3001916620664788,0.6931471805599453
No,86.0,no,yes,29.0,225.4,79.0,38.32,187.1,112.0,15.9,281.1,112.0,12.65,12.9,3.0,3.48,1.0,4.465908118654584,3.4011973816621555,5.422303346329028,4.382026634673881,3.671733295278966,5.236973736306985,4.727387818712341,2.827313621929028,5.642261618007951,4.727387818712341,2.613739521630969,2.631888840136646,1.3862943611198906,1.4996230464268938,0.6931471805599453
Yes,159.0,no,no,0.0,275.8,103.0,46.89,189.5,108.0,16.11,223.9,93.0,10.08,7.4,5.0,2.0,2.0,5.075173815233827,0.0,5.623295223743515,4.6443908991413725,3.868906714354518,5.249652194566756,4.6913478822291435,2.839663087904102,5.41565585896527,4.543294782270004,2.4051416813191375,2.128231705849268,1.791759469228055,1.0986122886681096,1.0986122886681096
No,134.0,no,yes,40.0,142.9,105.0,24.29,88.6,61.0,7.53,290.0,96.0,13.05,10.8,6.0,2.92,1.0,4.90527477843843,3.713572066704308,4.969118613893322,4.663439094112067,3.2304090606818736,4.4953553199808844,4.127134385045092,2.143589361503588,5.673323267171493,4.574710978503383,2.642622395779755,2.468099531471619,1.9459101490553132,1.366091653802371,0.6931471805599453
No,113.0,no,no,0.0,207.2,113.0,35.22,256.0,80.0,21.76,211.0,87.0,9.49,9.9,1.0,2.67,1.0,4.736198448394496,0.0,5.338499156180869,4.736198448394496,3.589611452455267,5.54907608489522,4.394449154672439,3.1250046092581303,5.356586274672012,4.477336814478207,2.3504224224082058,2.388762789235098,0.6931471805599453,1.3001916620664788,0.6931471805599453
No,132.0,no,no,0.0,206.2,100.0,35.05,211.2,118.0,17.95,196.2,122.0,8.83,10.2,6.0,2.75,1.0,4.890349128221754,0.0,5.333684510385328,4.61512051684126,3.584906863730958,5.357529226179882,4.77912349311153,2.9418039315284354,5.284218442168535,4.812184355372417,2.285438934159075,2.4159137783010487,1.9459101490553132,1.3217558399823195,0.6931471805599453
No,85.0,no,no,0.0,210.3,66.0,35.75,195.8,76.0,16.64,221.6,82.0,9.97,11.2,7.0,3.02,1.0,4.454347296253507,0.0,5.353278924622011,4.204692619390966,3.6041382256588457,5.282187984618153,4.343805421853684,2.8701690505786455,5.4053764388414445,4.418840607796598,2.395164274287139,2.501435951739211,2.0794415416798357,1.3912819026309298,0.6931471805599453
Yes,93.0,yes,yes,38.0,225.7,117.0,38.37,119.6,122.0,10.17,193.2,125.0,8.69,14.0,7.0,3.78,1.0,4.543294782270004,3.6635616461296463,5.423627557513483,4.770684624465665,3.673004104955646,4.792479284293085,4.812184355372417,2.413231613081109,5.268888555857225,4.836281906951478,2.2710944259026746,2.70805020110221,2.0794415416798357,1.5644405465033646,0.6931471805599453
Yes,174.0,no,yes,33.0,167.8,91.0,28.53,205.3,91.0,17.45,130.0,132.0,5.85,14.5,4.0,3.92,4.0,5.1647859739235145,3.5263605246161616,5.128714582161857,4.5217885770490405,3.3854066957558313,5.329331420077207,4.5217885770490405,2.915064370486536,4.875197323201151,4.890349128221754,1.9242486522741338,2.740840023925201,1.6094379124341003,1.5933085305042167,1.6094379124341003
No,61.0,no,no,0.0,197.7,118.0,33.61,152.2,96.0,12.94,221.0,93.0,9.95,7.0,3.0,1.89,2.0,4.127134385045092,0.0,5.291796149557771,4.77912349311153,3.544142657647253,5.0317442573064906,4.574710978503383,2.6347624053323777,5.402677381872279,4.543294782270004,2.3933394562625097,2.0794415416798357,1.3862943611198906,1.0612565021243408,1.0986122886681096
No,91.0,no,yes,39.0,169.8,105.0,28.87,65.2,116.0,5.54,144.4,92.0,6.5,10.9,4.0,2.94,1.0,4.5217885770490405,3.6888794541139363,5.14049328135447,4.663439094112067,3.3968546322280186,4.192680462942962,4.762173934797756,1.8779371654691073,4.979488565099419,4.532599493153256,2.0149030205422647,2.4765384001174837,1.6094379124341003,1.3711807233098425,0.6931471805599453
No,88.0,no,yes,28.0,190.6,104.0,32.4,237.3,105.0,20.17,211.6,116.0,9.52,9.8,1.0,2.65,2.0,4.48863636973214,3.367295829986474,5.25540986553676,4.653960350157523,3.5085558999826545,5.473530384104697,4.663439094112067,3.0525850851467737,5.359412465907847,4.762173934797756,2.3532782073095637,2.379546134130174,0.6931471805599453,1.2947271675944,1.0986122886681096
No,88.0,no,yes,45.0,80.3,140.0,13.65,153.3,101.0,13.03,309.2,123.0,13.91,12.8,3.0,3.46,2.0,4.48863636973214,3.828641396489095,4.398146016553765,4.948759890378168,2.6844403354630764,5.038898759369115,4.624972813284271,2.6411978941143697,5.737217250742439,4.820281565605037,2.702032128776647,2.624668592163159,1.3862943611198906,1.4951487660319727,1.0986122886681096
No,195.0,no,yes,36.0,231.7,110.0,39.39,225.1,88.0,19.13,201.7,89.0,9.08,12.1,2.0,3.27,0.0,5.278114659230518,3.6109179126442243,5.449750070308246,4.709530201312334,3.6985822295753215,5.420977379283924,4.48863636973214,3.0022112396517002,5.311727053457954,4.499809670330265,2.3105532626432224,2.5726122302071057,1.0986122886681096,1.4516138272405332,0.0
No,182.0,no,no,0.0,69.1,114.0,11.75,230.3,109.0,19.58,256.7,96.0,11.55,6.5,4.0,1.76,0.0,5.209486152841421,0.0,4.249922794040544,4.74493212836325,2.5455312716044354,5.443715569237393,4.700480365792417,3.0243197304059035,5.551796117658319,4.574710978503383,2.529720665577793,2.0149030205422647,1.6094379124341003,1.0152306797290587,0.0
No,118.0,no,no,0.0,188.8,60.0,32.1,217.4,64.0,18.48,220.1,100.0,9.9,8.2,7.0,2.21,4.0,4.77912349311153,0.0,5.245970886175828,4.110873864173311,3.4995332823830174,5.38632824387075,4.174387269895637,2.969388298214389,5.3986150878634005,4.61512051684126,2.388762789235098,2.2192034840549946,2.0794415416798357,1.1662709371419244,1.6094379124341003
Yes,103.0,no,no,0.0,150.6,125.0,25.6,169.1,126.0,14.37,221.2,104.0,9.95,10.4,8.0,2.81,1.5704,4.6443908991413725,0.0,5.021245473208271,4.836281906951478,3.280911215787653,5.136386499401816,4.844187086458591,2.7324175575505043,5.40357787720553,4.653960350157523,2.3933394562625097,2.4336133554004498,2.1972245773362196,1.3376291891386096,2.1972245773362196
No,65.0,no,no,0.0,192.0,89.0,32.64,139.5,88.0,11.86,187.4,102.0,8.43,5.5,4.0,1.49,2.0,4.189654742026425,0.0,5.262690188904886,4.499809670330265,3.5157158351047473,4.9452074887738,4.48863636973214,2.554121718809473,5.238567362142263,4.634728988229636,2.2438960966453663,1.8718021769015913,1.6094379124341003,0.9122827104766162,1.0986122886681096
No,61.0,no,yes,25.0,163.7,78.0,27.83,113.2,112.0,9.62,134.1,118.0,6.03,9.9,3.0,2.67,3.0,4.127134385045092,3.258096538021482,5.104125637183595,4.3694478524670215,3.3614165116503107,4.73795129722191,4.727387818712341,2.362739015813793,4.906015244966153,4.77912349311153,1.9501867058225737,2.388762789235098,1.3862943611198906,1.3001916620664788,1.3862943611198906
No,172.0,no,no,0.0,211.7,100.0,35.99,198.7,101.0,16.89,301.7,136.0,13.58,6.5,9.0,1.76,1.0,5.153291594497779,0.0,5.3598827222061916,4.61512051684126,3.610647605844363,5.296816240421769,4.624972813284271,2.884241897520628,5.712742216027673,4.919980925828125,2.6796507265805123,2.0149030205422647,2.302585092994046,1.0152306797290587,0.6931471805599453
No,72.0,no,no,0.0,175.5,103.0,29.84,132.3,120.0,11.25,242.9,96.0,10.93,11.8,3.0,3.19,1.0,4.290459441148391,0.0,5.173320876373351,4.6443908991413725,3.4288125486951286,4.892602227184663,4.795790545596741,2.505525936990736,5.496758305221874,4.574710978503383,2.479056236109825,2.5494451709255714,1.3862943611198906,1.4327007339340463,0.6931471805599453
No,113.0,no,no,0.0,150.1,120.0,25.52,200.1,85.0,17.01,266.7,105.0,12.0,11.0,3.0,2.97,2.0,4.736198448394496,0.0,5.017941869278694,4.795790545596741,3.277899165317662,5.303802296778606,4.454347296253507,2.8909271591878647,5.589866950526307,4.663439094112067,2.5649493574615367,2.4849066497880004,1.3862943611198906,1.3787660946990992,1.0986122886681096
No,177.0,no,no,0.0,189.5,99.0,32.22,176.3,117.0,14.99,225.9,112.0,10.17,14.2,2.0,3.83,1.0,5.181783550292085,0.0,5.249652194566756,4.605170185988092,3.503152104185149,5.177843213080163,4.770684624465665,2.771963526845863,5.424509391785796,4.727387818712341,2.413231613081109,2.7212954278522306,1.0986122886681096,1.5748464676644813,0.6931471805599453
Yes,100.0,no,no,0.0,70.8,94.0,12.04,215.6,102.0,18.33,230.8,125.0,10.39,9.5,1.0,2.57,1.5704,4.61512051684126,0.0,4.273884476054178,4.553876891600541,2.5680215564985067,5.37805233456689,4.634728988229636,2.9616582932202395,5.445874930905651,4.836281906951478,2.432735777459091,2.3513752571634776,0.6931471805599453,1.2725655957915476,1.9459101490553132
No,67.0,no,no,0.0,215.5,102.0,36.64,190.7,95.0,16.21,214.5,106.0,9.65,8.6,6.0,2.32,1.0,4.219507705176107,0.0,5.377590547442544,4.634728988229636,3.628067314717179,5.255931650051599,4.564348191467836,2.845490610223448,5.372960909543803,4.672828834461906,2.365559892155434,2.2617630984737906,1.9459101490553132,1.199964782928397,0.6931471805599453
No,136.0,no,no,0.0,101.7,105.0,17.29,202.8,99.0,17.24,136.2,119.0,6.13,9.4,6.0,2.54,3.0,4.919980925828125,0.0,4.631812116934513,4.663439094112067,2.906354462402774,5.3171391207886245,4.605170185988092,2.9036169846461855,4.921439715291784,4.787491742782046,1.9643112344262046,2.341805806147327,1.9459101490553132,1.264126727145683,1.3862943611198906
No,71.0,no,no,0.0,258.4,132.0,43.93,126.8,119.0,10.78,182.4,87.0,8.21,9.7,8.0,2.62,4.0,4.276666119016055,0.0,5.5583712718823435,4.890349128221754,3.8051057230820686,4.850466541943434,4.787491742782046,2.4664031782234406,5.211669559822364,4.477336814478207,2.2202898502672155,2.3702437414678603,2.1972245773362196,1.2864740258376797,1.6094379124341003
No,134.0,no,no,0.0,242.4,126.0,41.21,152.9,115.0,13.0,318.3,115.0,14.32,11.8,6.0,3.19,1.0,4.90527477843843,0.0,5.494706180553427,4.844187086458591,3.7426571597944074,5.0363030408448335,4.7535901911063645,2.639057329615259,5.766131099720736,4.7535901911063645,2.729159164312445,2.5494451709255714,1.9459101490553132,1.4327007339340463,0.6931471805599453
No,124.0,no,no,0.0,131.8,82.0,22.41,284.3,119.0,24.17,305.5,101.0,13.75,11.3,2.0,3.05,1.0,4.8283137373023015,0.0,4.888844237042334,4.418840607796598,3.1531632815028194,5.653541258219454,4.787491742782046,3.2256528091472245,5.725217755376266,4.624972813284271,2.691243082785829,2.509599262378372,1.0986122886681096,1.3987168811184478,0.6931471805599453
No,84.0,no,no,0.0,190.2,102.0,32.33,197.7,141.0,16.8,247.5,102.0,11.14,9.8,6.0,2.65,2.0,4.442651256490317,0.0,5.2533200006173,4.634728988229636,3.506457892319648,5.291796149557771,4.955827057601261,2.8791984572980396,5.5154428455366835,4.634728988229636,2.4965057856313524,2.379546134130174,1.9459101490553132,1.2947271675944,1.0986122886681096
No,39.0,no,no,0.0,154.1,104.0,26.2,204.2,112.0,17.36,196.2,92.0,8.83,9.8,4.0,2.65,2.0,3.6888794541139363,0.0,5.044070070182493,4.653960350157523,3.3032169733019514,5.323985113296614,4.727387818712341,2.9101743851923443,5.284218442168535,4.532599493153256,2.285438934159075,2.379546134130174,1.6094379124341003,1.2947271675944,1.0986122886681096
No,110.0,no,no,0.0,188.0,127.0,31.96,90.5,118.0,7.69,150.3,64.0,6.76,15.3,3.0,4.13,3.0,4.709530201312334,0.0,5.241747015059643,4.852030263919617,3.495294705041271,4.516338972281476,4.77912349311153,2.162172939277301,5.01926462079431,4.174387269895637,2.048982334195127,2.791165107812717,1.3862943611198906,1.635105659182678,1.3862943611198906
No,102.0,no,no,0.0,103.1,70.0,17.53,275.0,129.0,23.38,141.1,92.0,6.35,11.2,5.0,3.02,1.0,4.634728988229636,0.0,4.645351975620923,4.2626798770413155,2.9193910402972687,5.62040086571715,4.867534450455582,3.1937631240531257,4.956531035103055,4.532599493153256,1.9947003132247452,2.501435951739211,1.791759469228055,1.3912819026309298,0.6931471805599453
No,70.0,no,no,0.0,175.4,130.0,29.82,159.5,130.0,13.56,260.6,96.0,11.73,11.6,4.0,3.13,0.0,4.2626798770413155,0.0,5.172754143572691,4.875197323201151,3.42816382989197,5.07829394257007,4.875197323201151,2.67827804276854,5.566816619583044,4.574710978503383,2.543961412569315,2.533696813957432,1.6094379124341003,1.4182774069729414,0.0
No,142.0,no,no,0.0,145.4,93.0,24.72,209.1,98.0,17.77,214.0,96.0,9.63,10.9,1.0,2.94,1.0,4.962844630259907,0.0,4.986342601527212,4.543294782270004,3.2472688993694185,5.347583607850955,4.59511985013459,2.9322598505984176,5.3706380281276624,4.574710978503383,2.363680192353857,2.4765384001174837,0.6931471805599453,1.3711807233098425,0.6931471805599453
No,81.0,yes,no,0.0,250.6,85.0,42.6,187.9,50.0,15.97,120.3,131.0,5.41,7.8,5.0,2.11,1.0,4.406719247264253,0.0,5.527840524826286,4.454347296253507,3.775057150354989,5.241217774507464,3.9318256327243257,2.831447079246135,4.798266815950004,4.882801922586371,1.8578592709325787,2.174751721484161,1.791759469228055,1.1346227261911428,0.6931471805599453
No,17.0,no,no,0.0,161.5,123.0,27.46,214.2,81.0,18.21,315.0,106.0,14.18,8.6,5.0,2.32,1.0,2.8903717578961645,0.0,5.090678001769792,4.820281565605037,3.3484995926617063,5.371567828287629,4.406719247264253,2.955430976780465,5.755742213586912,4.672828834461906,2.719978771967484,2.2617630984737906,1.791759469228055,1.199964782928397,0.6931471805599453
Yes,119.0,no,no,0.0,260.1,101.0,44.22,256.5,68.0,21.8,229.1,89.0,10.31,10.0,2.0,2.7,1.0,4.787491742782046,0.0,5.5649034757050835,4.624972813284271,3.811539466849824,5.551019720103791,4.23410650459726,3.126760535960395,5.43851399704132,4.499809670330265,2.425687290128029,2.3978952727983707,1.0986122886681096,1.308332819650179,0.6931471805599453
Yes,105.0,no,no,0.0,281.3,124.0,47.82,301.5,96.0,25.63,202.8,109.0,9.13,8.7,3.0,2.35,0.0,4.663439094112067,0.0,5.642970335259443,4.8283137373023015,3.888140064964814,5.7120812774708964,4.574710978503383,3.282038399825841,5.3171391207886245,4.700480365792417,2.315501318260592,2.272125885509337,1.3862943611198906,1.208960345836975,0.0
Yes,108.0,yes,yes,42.0,130.1,90.0,22.12,167.0,128.0,14.2,244.7,80.0,11.01,13.6,5.0,3.67,3.0,4.6913478822291435,3.7612001156935624,4.875960390769654,4.51085950651685,3.1406980438041767,5.123963979403259,4.859812404361672,2.7212954278522306,5.504111279527133,4.394449154672439,2.485739636091892,2.681021528714291,1.791759469228055,1.541159071680806,1.3862943611198906
No,90.0,no,no,0.0,102.0,118.0,17.34,113.3,134.0,9.63,188.6,105.0,8.49,11.4,3.0,3.08,2.0,4.51085950651685,0.0,4.634728988229636,4.77912349311153,2.9090844668283187,4.738826570800765,4.90527477843843,2.363680192353857,5.244916589820922,4.663439094112067,2.2502386126218363,2.517696472610991,1.3862943611198906,1.4060969884160703,1.0986122886681096
No,100.0,no,yes,33.0,218.7,104.0,37.18,155.0,144.0,13.18,99.0,117.0,4.46,12.1,4.0,3.27,1.0,4.61512051684126,3.5263605246161616,5.392262979390565,4.653960350157523,3.6423118182976015,5.049856007249537,4.976733742420574,2.6518325211039815,4.605170185988092,4.770684624465665,1.6974487897568138,2.5726122302071057,1.6094379124341003,1.4516138272405332,0.6931471805599453
No,155.0,no,yes,30.0,128.5,86.0,21.85,188.4,91.0,16.01,254.4,85.0,11.45,6.8,6.0,1.84,1.0,5.049856007249537,3.4339872044851463,4.863680881139593,4.465908118654584,3.128951117340214,5.243861180751978,4.5217885770490405,2.8338014064077703,5.542830943598439,4.454347296253507,2.5217206229107165,2.0541237336955462,1.9459101490553132,1.0438040521731147,0.6931471805599453
Yes,113.0,no,no,0.0,128.7,100.0,21.88,227.1,67.0,19.3,178.1,135.0,8.01,9.2,4.0,2.48,2.0,4.736198448394496,0.0,4.865224091322398,4.61512051684126,3.130263166511597,5.429784129290343,4.219507705176107,3.0106208860477417,5.187944309066666,4.912654885736052,2.1983350716202463,2.322387720290225,1.6094379124341003,1.247032293786383,1.0986122886681096
No,123.0,no,no,0.0,172.2,92.0,29.27,162.6,76.0,13.82,250.3,101.0,11.26,8.7,4.0,2.35,1.0,4.820281565605037,0.0,5.154446996128335,4.532599493153256,3.410157123033627,5.097424424168647,4.343805421853684,2.695977619867941,5.526647444549546,4.624972813284271,2.506341930508065,2.272125885509337,1.6094379124341003,1.208960345836975,0.6931471805599453
No,145.0,no,no,0.0,199.2,124.0,33.86,126.0,86.0,10.71,289.2,135.0,13.01,7.6,3.0,2.05,1.0,4.983606621708336,0.0,5.29931686688112,4.8283137373023015,3.551340040091875,4.844187086458591,4.465908118654584,2.4604431776096263,5.670570340450087,4.912654885736052,2.6397713603489157,2.151762203259462,1.3862943611198906,1.11514159061932,0.6931471805599453
No,42.0,no,no,0.0,184.5,98.0,31.37,200.5,93.0,17.04,279.2,91.0,12.56,8.8,3.0,2.38,2.0,3.7612001156935624,0.0,5.22305488204749,4.59511985013459,3.477232067938153,5.305789381386738,4.543294782270004,2.8925915146344776,5.635503633902907,4.5217885770490405,2.6071242825122494,2.2823823856765264,1.3862943611198906,1.2178757094949273,1.0986122886681096
